tsolve,alg,nvars,seed,runseed
109,UEDA,8,10,5
9,GR,8,10,5
NA,RS,8,10,5
46,UEDA,8,10,6
16,GR,8,10,6
37,RS,8,10,6
4,UEDA,8,10,7
18,GR,8,10,7
78,RS,8,10,7
72,UEDA,8,10,8
10,GR,8,10,8
NA,RS,8,10,8
13,UEDA,8,10,9
9,GR,8,10,9
70,RS,8,10,9
260,UEDA,8,10,10
8,GR,8,10,10
78,RS,8,10,10
104,UEDA,9,1,1
94,GR,9,1,1
NA,RS,9,1,1
27,UEDA,9,1,2
80,GR,9,1,2
448,RS,9,1,2
32,UEDA,9,1,3
125,GR,9,1,3
233,RS,9,1,3
163,UEDA,9,1,4
109,GR,9,1,4
54,RS,9,1,4
92,UEDA,9,1,5
67,GR,9,1,5
165,RS,9,1,5
2,UEDA,9,1,6
45,GR,9,1,6
NA,RS,9,1,6
100,UEDA,9,1,7
71,GR,9,1,7
NA,RS,9,1,7
46,UEDA,9,1,8
42,GR,9,1,8
170,RS,9,1,8
43,UEDA,9,1,9
12,GR,9,1,9
241,RS,9,1,9
164,UEDA,9,1,10
82,GR,9,1,10
68,RS,9,1,10
NA,UEDA,9,2,1
16,GR,9,2,1
122,RS,9,2,1
29,UEDA,9,2,2
19,GR,9,2,2
162,RS,9,2,2
220,UEDA,9,2,3
49,GR,9,2,3
83,RS,9,2,3
138,UEDA,9,2,4
94,GR,9,2,4
2,RS,9,2,4
179,UEDA,9,2,5
13,GR,9,2,5
411,RS,9,2,5
92,UEDA,9,2,6
22,GR,9,2,6
63,RS,9,2,6
48,UEDA,9,2,7
20,GR,9,2,7
24,RS,9,2,7
411,UEDA,9,2,8
56,GR,9,2,8
92,RS,9,2,8
56,UEDA,9,2,9
95,GR,9,2,9
45,RS,9,2,9
31,UEDA,9,2,10
15,GR,9,2,10
NA,RS,9,2,10
92,UEDA,9,3,1
19,GR,9,3,1
35,RS,9,3,1
41,UEDA,9,3,2
18,GR,9,3,2
12,RS,9,3,2
161,UEDA,9,3,3
15,GR,9,3,3
14,RS,9,3,3
47,UEDA,9,3,4
17,GR,9,3,4
29,RS,9,3,4
103,UEDA,9,3,5
10,GR,9,3,5
100,RS,9,3,5
35,UEDA,9,3,6
9,GR,9,3,6
288,RS,9,3,6
45,UEDA,9,3,7
16,GR,9,3,7
NA,RS,9,3,7
37,UEDA,9,3,8
15,GR,9,3,8
31,RS,9,3,8
189,UEDA,9,3,9
11,GR,9,3,9
82,RS,9,3,9
129,UEDA,9,3,10
13,GR,9,3,10
NA,RS,9,3,10
16,UEDA,9,4,1
28,GR,9,4,1
NA,RS,9,4,1
52,UEDA,9,4,2
20,GR,9,4,2
89,RS,9,4,2
384,UEDA,9,4,3
30,GR,9,4,3
259,RS,9,4,3
103,UEDA,9,4,4
38,GR,9,4,4
104,RS,9,4,4
56,UEDA,9,4,5
21,GR,9,4,5
230,RS,9,4,5
13,UEDA,9,4,6
10,GR,9,4,6
343,RS,9,4,6
123,UEDA,9,4,7
16,GR,9,4,7
207,RS,9,4,7
23,UEDA,9,4,8
24,GR,9,4,8
438,RS,9,4,8
86,UEDA,9,4,9
14,GR,9,4,9
304,RS,9,4,9
109,UEDA,9,4,10
7,GR,9,4,10
NA,RS,9,4,10
82,UEDA,9,5,1
5,GR,9,5,1
83,RS,9,5,1
67,UEDA,9,5,2
13,GR,9,5,2
159,RS,9,5,2
278,UEDA,9,5,3
20,GR,9,5,3
NA,RS,9,5,3
65,UEDA,9,5,4
14,GR,9,5,4
314,RS,9,5,4
124,UEDA,9,5,5
12,GR,9,5,5
NA,RS,9,5,5
83,UEDA,9,5,6
9,GR,9,5,6
NA,RS,9,5,6
114,UEDA,9,5,7
9,GR,9,5,7
39,RS,9,5,7
9,UEDA,9,5,8
16,GR,9,5,8
64,RS,9,5,8
138,UEDA,9,5,9
26,GR,9,5,9
NA,RS,9,5,9
23,UEDA,9,5,10
16,GR,9,5,10
6,RS,9,5,10
114,UEDA,9,6,1
19,GR,9,6,1
64,RS,9,6,1
149,UEDA,9,6,2
27,GR,9,6,2
NA,RS,9,6,2
99,UEDA,9,6,3
29,GR,9,6,3
NA,RS,9,6,3
159,UEDA,9,6,4
18,GR,9,6,4
131,RS,9,6,4
NA,UEDA,9,6,5
13,GR,9,6,5
89,RS,9,6,5
54,UEDA,9,6,6
9,GR,9,6,6
349,RS,9,6,6
118,UEDA,9,6,7
24,GR,9,6,7
143,RS,9,6,7
62,UEDA,9,6,8
50,GR,9,6,8
250,RS,9,6,8
108,UEDA,9,6,9
8,GR,9,6,9
104,RS,9,6,9
32,UEDA,9,6,10
49,GR,9,6,10
NA,RS,9,6,10
150,UEDA,9,7,1
30,GR,9,7,1
6,RS,9,7,1
240,UEDA,9,7,2
54,GR,9,7,2
NA,RS,9,7,2
16,UEDA,9,7,3
37,GR,9,7,3
168,RS,9,7,3
32,UEDA,9,7,4
57,GR,9,7,4
107,RS,9,7,4
5,UEDA,9,7,5
87,GR,9,7,5
258,RS,9,7,5
122,UEDA,9,7,6
13,GR,9,7,6
165,RS,9,7,6
38,UEDA,9,7,7
21,GR,9,7,7
31,RS,9,7,7
NA,UEDA,9,7,8
51,GR,9,7,8
NA,RS,9,7,8
76,UEDA,9,7,9
17,GR,9,7,9
NA,RS,9,7,9
37,UEDA,9,7,10
19,GR,9,7,10
NA,RS,9,7,10
77,UEDA,9,8,1
37,GR,9,8,1
436,RS,9,8,1
208,UEDA,9,8,2
16,GR,9,8,2
288,RS,9,8,2
23,UEDA,9,8,3
18,GR,9,8,3
222,RS,9,8,3
268,UEDA,9,8,4
8,GR,9,8,4
NA,RS,9,8,4
22,UEDA,9,8,5
49,GR,9,8,5
58,RS,9,8,5
36,UEDA,9,8,6
12,GR,9,8,6
NA,RS,9,8,6
19,UEDA,9,8,7
38,GR,9,8,7
44,RS,9,8,7
26,UEDA,9,8,8
22,GR,9,8,8
428,RS,9,8,8
62,UEDA,9,8,9
26,GR,9,8,9
235,RS,9,8,9
4,UEDA,9,8,10
19,GR,9,8,10
3,RS,9,8,10
185,UEDA,9,9,1
29,GR,9,9,1
59,RS,9,9,1
75,UEDA,9,9,2
17,GR,9,9,2
15,RS,9,9,2
41,UEDA,9,9,3
13,GR,9,9,3
220,RS,9,9,3
15,UEDA,9,9,4
22,GR,9,9,4
NA,RS,9,9,4
72,UEDA,9,9,5
13,GR,9,9,5
108,RS,9,9,5
146,UEDA,9,9,6
11,GR,9,9,6
85,RS,9,9,6
85,UEDA,9,9,7
13,GR,9,9,7
6,RS,9,9,7
119,UEDA,9,9,8
13,GR,9,9,8
81,RS,9,9,8
108,UEDA,9,9,9
10,GR,9,9,9
18,RS,9,9,9
47,UEDA,9,9,10
13,GR,9,9,10
59,RS,9,9,10
7,UEDA,9,10,1
14,GR,9,10,1
NA,RS,9,10,1
174,UEDA,9,10,2
13,GR,9,10,2
102,RS,9,10,2
207,UEDA,9,10,3
11,GR,9,10,3
NA,RS,9,10,3
51,UEDA,9,10,4
12,GR,9,10,4
245,RS,9,10,4
300,UEDA,9,10,5
17,GR,9,10,5
NA,RS,9,10,5
75,UEDA,9,10,6
10,GR,9,10,6
112,RS,9,10,6
32,UEDA,9,10,7
14,GR,9,10,7
96,RS,9,10,7
92,UEDA,9,10,8
19,GR,9,10,8
NA,RS,9,10,8
41,UEDA,9,10,9
29,GR,9,10,9
78,RS,9,10,9
91,UEDA,9,10,10
22,GR,9,10,10
78,RS,9,10,10
138,UEDA,10,1,1
22,GR,10,1,1
NA,RS,10,1,1
24,UEDA,10,1,2
12,GR,10,1,2
NA,RS,10,1,2
123,UEDA,10,1,3
31,GR,10,1,3
NA,RS,10,1,3
37,UEDA,10,1,4
29,GR,10,1,4
327,RS,10,1,4
110,UEDA,10,1,5
18,GR,10,1,5
137,RS,10,1,5
53,UEDA,10,1,6
9,GR,10,1,6
NA,RS,10,1,6
148,UEDA,10,1,7
24,GR,10,1,7
NA,RS,10,1,7
88,UEDA,10,1,8
28,GR,10,1,8
NA,RS,10,1,8
130,UEDA,10,1,9
13,GR,10,1,9
NA,RS,10,1,9
82,UEDA,10,1,10
22,GR,10,1,10
NA,RS,10,1,10
NA,UEDA,10,2,1
8,GR,10,2,1
122,RS,10,2,1
40,UEDA,10,2,2
33,GR,10,2,2
NA,RS,10,2,2
165,UEDA,10,2,3
12,GR,10,2,3
83,RS,10,2,3
150,UEDA,10,2,4
31,GR,10,2,4
NA,RS,10,2,4
NA,UEDA,10,2,5
21,GR,10,2,5
415,RS,10,2,5
128,UEDA,10,2,6
28,GR,10,2,6
212,RS,10,2,6
NA,UEDA,10,2,7
13,GR,10,2,7
NA,RS,10,2,7
49,UEDA,10,2,8
35,GR,10,2,8
92,RS,10,2,8
NA,UEDA,10,2,9
24,GR,10,2,9
45,RS,10,2,9
247,UEDA,10,2,10
23,GR,10,2,10
NA,RS,10,2,10
114,UEDA,10,3,1
26,GR,10,3,1
35,RS,10,3,1
126,UEDA,10,3,2
15,GR,10,3,2
NA,RS,10,3,2
151,UEDA,10,3,3
18,GR,10,3,3
NA,RS,10,3,3
60,UEDA,10,3,4
13,GR,10,3,4
29,RS,10,3,4
75,UEDA,10,3,5
14,GR,10,3,5
100,RS,10,3,5
304,UEDA,10,3,6
5,GR,10,3,6
366,RS,10,3,6
74,UEDA,10,3,7
28,GR,10,3,7
NA,RS,10,3,7
182,UEDA,10,3,8
17,GR,10,3,8
31,RS,10,3,8
171,UEDA,10,3,9
1,GR,10,3,9
82,RS,10,3,9
93,UEDA,10,3,10
16,GR,10,3,10
NA,RS,10,3,10
27,UEDA,10,4,1
51,GR,10,4,1
NA,RS,10,4,1
66,UEDA,10,4,2
39,GR,10,4,2
89,RS,10,4,2
158,UEDA,10,4,3
104,GR,10,4,3
NA,RS,10,4,3
120,UEDA,10,4,4
85,GR,10,4,4
104,RS,10,4,4
113,UEDA,10,4,5
90,GR,10,4,5
230,RS,10,4,5
3,UEDA,10,4,6
74,GR,10,4,6
343,RS,10,4,6
NA,UEDA,10,4,7
96,GR,10,4,7
374,RS,10,4,7
88,UEDA,10,4,8
48,GR,10,4,8
438,RS,10,4,8
94,UEDA,10,4,9
14,GR,10,4,9
304,RS,10,4,9
68,UEDA,10,4,10
33,GR,10,4,10
474,RS,10,4,10
138,UEDA,10,5,1
25,GR,10,5,1
234,RS,10,5,1
176,UEDA,10,5,2
23,GR,10,5,2
159,RS,10,5,2
131,UEDA,10,5,3
20,GR,10,5,3
500,RS,10,5,3
52,UEDA,10,5,4
11,GR,10,5,4
375,RS,10,5,4
281,UEDA,10,5,5
28,GR,10,5,5
NA,RS,10,5,5
207,UEDA,10,5,6
26,GR,10,5,6
NA,RS,10,5,6
210,UEDA,10,5,7
21,GR,10,5,7
60,RS,10,5,7
89,UEDA,10,5,8
25,GR,10,5,8
NA,RS,10,5,8
NA,UEDA,10,5,9
16,GR,10,5,9
NA,RS,10,5,9
115,UEDA,10,5,10
15,GR,10,5,10
69,RS,10,5,10
57,UEDA,10,6,1
24,GR,10,6,1
115,RS,10,6,1
278,UEDA,10,6,2
30,GR,10,6,2
99,RS,10,6,2
411,UEDA,10,6,3
10,GR,10,6,3
246,RS,10,6,3
17,UEDA,10,6,4
22,GR,10,6,4
181,RS,10,6,4
176,UEDA,10,6,5
27,GR,10,6,5
174,RS,10,6,5
16,UEDA,10,6,6
2,GR,10,6,6
295,RS,10,6,6
83,UEDA,10,6,7
17,GR,10,6,7
386,RS,10,6,7
278,UEDA,10,6,8
16,GR,10,6,8
NA,RS,10,6,8
82,UEDA,10,6,9
7,GR,10,6,9
144,RS,10,6,9
141,UEDA,10,6,10
23,GR,10,6,10
NA,RS,10,6,10
71,UEDA,10,7,1
41,GR,10,7,1
NA,RS,10,7,1
103,UEDA,10,7,2
67,GR,10,7,2
NA,RS,10,7,2
276,UEDA,10,7,3
6,GR,10,7,3
168,RS,10,7,3
50,UEDA,10,7,4
29,GR,10,7,4
107,RS,10,7,4
NA,UEDA,10,7,5
23,GR,10,7,5
258,RS,10,7,5
NA,UEDA,10,7,6
15,GR,10,7,6
165,RS,10,7,6
85,UEDA,10,7,7
30,GR,10,7,7
31,RS,10,7,7
407,UEDA,10,7,8
25,GR,10,7,8
NA,RS,10,7,8
328,UEDA,10,7,9
29,GR,10,7,9
NA,RS,10,7,9
441,UEDA,10,7,10
22,GR,10,7,10
NA,RS,10,7,10
234,UEDA,10,8,1
287,GR,10,8,1
436,RS,10,8,1
NA,UEDA,10,8,2
81,GR,10,8,2
NA,RS,10,8,2
240,UEDA,10,8,3
47,GR,10,8,3
NA,RS,10,8,3
NA,UEDA,10,8,4
23,GR,10,8,4
NA,RS,10,8,4
28,UEDA,10,8,5
85,GR,10,8,5
65,RS,10,8,5
168,UEDA,10,8,6
200,GR,10,8,6
NA,RS,10,8,6
129,UEDA,10,8,7
24,GR,10,8,7
106,RS,10,8,7
109,UEDA,10,8,8
25,GR,10,8,8
NA,RS,10,8,8
NA,UEDA,10,8,9
20,GR,10,8,9
235,RS,10,8,9
7,UEDA,10,8,10
49,GR,10,8,10
3,RS,10,8,10
44,UEDA,10,9,1
22,GR,10,9,1
109,RS,10,9,1
416,UEDA,10,9,2
14,GR,10,9,2
313,RS,10,9,2
299,UEDA,10,9,3
14,GR,10,9,3
NA,RS,10,9,3
78,UEDA,10,9,4
26,GR,10,9,4
NA,RS,10,9,4
177,UEDA,10,9,5
34,GR,10,9,5
341,RS,10,9,5
136,UEDA,10,9,6
11,GR,10,9,6
85,RS,10,9,6
112,UEDA,10,9,7
33,GR,10,9,7
404,RS,10,9,7
215,UEDA,10,9,8
12,GR,10,9,8
81,RS,10,9,8
150,UEDA,10,9,9
11,GR,10,9,9
NA,RS,10,9,9
209,UEDA,10,9,10
17,GR,10,9,10
59,RS,10,9,10
218,UEDA,10,10,1
14,GR,10,10,1
NA,RS,10,10,1
39,UEDA,10,10,2
36,GR,10,10,2
102,RS,10,10,2
51,UEDA,10,10,3
23,GR,10,10,3
NA,RS,10,10,3
122,UEDA,10,10,4
17,GR,10,10,4
245,RS,10,10,4
12,UEDA,10,10,5
15,GR,10,10,5
NA,RS,10,10,5
118,UEDA,10,10,6
8,GR,10,10,6
112,RS,10,10,6
NA,UEDA,10,10,7
60,GR,10,10,7
96,RS,10,10,7
56,UEDA,10,10,8
21,GR,10,10,8
NA,RS,10,10,8
152,UEDA,10,10,9
14,GR,10,10,9
NA,RS,10,10,9
155,UEDA,10,10,10
18,GR,10,10,10
78,RS,10,10,10
99,UEDA,11,1,1
27,GR,11,1,1
501,RS,11,1,1
181,UEDA,11,1,2
11,GR,11,1,2
NA,RS,11,1,2
240,UEDA,11,1,3
20,GR,11,1,3
NA,RS,11,1,3
74,UEDA,11,1,4
25,GR,11,1,4
327,RS,11,1,4
113,UEDA,11,1,5
29,GR,11,1,5
160,RS,11,1,5
179,UEDA,11,1,6
45,GR,11,1,6
NA,RS,11,1,6
67,UEDA,11,1,7
26,GR,11,1,7
NA,RS,11,1,7
112,UEDA,11,1,8
22,GR,11,1,8
526,RS,11,1,8
68,UEDA,11,1,9
13,GR,11,1,9
NA,RS,11,1,9
176,UEDA,11,1,10
22,GR,11,1,10
NA,RS,11,1,10
97,UEDA,11,2,1
22,GR,11,2,1
285,RS,11,2,1
136,UEDA,11,2,2
44,GR,11,2,2
NA,RS,11,2,2
74,UEDA,11,2,3
22,GR,11,2,3
162,RS,11,2,3
136,UEDA,11,2,4
19,GR,11,2,4
NA,RS,11,2,4
413,UEDA,11,2,5
45,GR,11,2,5
442,RS,11,2,5
356,UEDA,11,2,6
22,GR,11,2,6
NA,RS,11,2,6
436,UEDA,11,2,7
31,GR,11,2,7
NA,RS,11,2,7
75,UEDA,11,2,8
34,GR,11,2,8
395,RS,11,2,8
62,UEDA,11,2,9
46,GR,11,2,9
NA,RS,11,2,9
114,UEDA,11,2,10
39,GR,11,2,10
NA,RS,11,2,10
306,UEDA,11,3,1
26,GR,11,3,1
NA,RS,11,3,1
117,UEDA,11,3,2
21,GR,11,3,2
NA,RS,11,3,2
60,UEDA,11,3,3
36,GR,11,3,3
NA,RS,11,3,3
58,UEDA,11,3,4
29,GR,11,3,4
441,RS,11,3,4
3,UEDA,11,3,5
41,GR,11,3,5
NA,RS,11,3,5
55,UEDA,11,3,6
12,GR,11,3,6
366,RS,11,3,6
88,UEDA,11,3,7
35,GR,11,3,7
NA,RS,11,3,7
358,UEDA,11,3,8
10,GR,11,3,8
31,RS,11,3,8
52,UEDA,11,3,9
20,GR,11,3,9
290,RS,11,3,9
354,UEDA,11,3,10
60,GR,11,3,10
NA,RS,11,3,10
324,UEDA,11,4,1
30,GR,11,4,1
235,RS,11,4,1
139,UEDA,11,4,2
66,GR,11,4,2
94,RS,11,4,2
85,UEDA,11,4,3
21,GR,11,4,3
NA,RS,11,4,3
305,UEDA,11,4,4
167,GR,11,4,4
NA,RS,11,4,4
NA,UEDA,11,4,5
88,GR,11,4,5
NA,RS,11,4,5
NA,UEDA,11,4,6
86,GR,11,4,6
292,RS,11,4,6
223,UEDA,11,4,7
36,GR,11,4,7
NA,RS,11,4,7
73,UEDA,11,4,8
60,GR,11,4,8
212,RS,11,4,8
248,UEDA,11,4,9
194,GR,11,4,9
NA,RS,11,4,9
360,UEDA,11,4,10
30,GR,11,4,10
197,RS,11,4,10
54,UEDA,11,5,1
16,GR,11,5,1
234,RS,11,5,1
181,UEDA,11,5,2
25,GR,11,5,2
159,RS,11,5,2
171,UEDA,11,5,3
23,GR,11,5,3
531,RS,11,5,3
84,UEDA,11,5,4
22,GR,11,5,4
483,RS,11,5,4
272,UEDA,11,5,5
27,GR,11,5,5
NA,RS,11,5,5
62,UEDA,11,5,6
22,GR,11,5,6
NA,RS,11,5,6
450,UEDA,11,5,7
23,GR,11,5,7
60,RS,11,5,7
479,UEDA,11,5,8
32,GR,11,5,8
NA,RS,11,5,8
195,UEDA,11,5,9
31,GR,11,5,9
NA,RS,11,5,9
90,UEDA,11,5,10
30,GR,11,5,10
NA,RS,11,5,10
124,UEDA,11,6,1
31,GR,11,6,1
64,RS,11,6,1
305,UEDA,11,6,2
30,GR,11,6,2
NA,RS,11,6,2
80,UEDA,11,6,3
8,GR,11,6,3
NA,RS,11,6,3
3,UEDA,11,6,4
24,GR,11,6,4
162,RS,11,6,4
101,UEDA,11,6,5
19,GR,11,6,5
110,RS,11,6,5
86,UEDA,11,6,6
5,GR,11,6,6
NA,RS,11,6,6
130,UEDA,11,6,7
16,GR,11,6,7
NA,RS,11,6,7
187,UEDA,11,6,8
31,GR,11,6,8
NA,RS,11,6,8
229,UEDA,11,6,9
25,GR,11,6,9
104,RS,11,6,9
89,UEDA,11,6,10
22,GR,11,6,10
NA,RS,11,6,10
45,UEDA,11,7,1
49,GR,11,7,1
NA,RS,11,7,1
511,UEDA,11,7,2
50,GR,11,7,2
101,RS,11,7,2
89,UEDA,11,7,3
44,GR,11,7,3
NA,RS,11,7,3
34,UEDA,11,7,4
38,GR,11,7,4
31,RS,11,7,4
195,UEDA,11,7,5
24,GR,11,7,5
NA,RS,11,7,5
258,UEDA,11,7,6
25,GR,11,7,6
NA,RS,11,7,6
NA,UEDA,11,7,7
32,GR,11,7,7
NA,RS,11,7,7
16,UEDA,11,7,8
22,GR,11,7,8
NA,RS,11,7,8
NA,UEDA,11,7,9
33,GR,11,7,9
NA,RS,11,7,9
98,UEDA,11,7,10
43,GR,11,7,10
NA,RS,11,7,10
299,UEDA,11,8,1
29,GR,11,8,1
436,RS,11,8,1
347,UEDA,11,8,2
159,GR,11,8,2
NA,RS,11,8,2
97,UEDA,11,8,3
48,GR,11,8,3
NA,RS,11,8,3
365,UEDA,11,8,4
59,GR,11,8,4
NA,RS,11,8,4
72,UEDA,11,8,5
18,GR,11,8,5
376,RS,11,8,5
230,UEDA,11,8,6
27,GR,11,8,6
NA,RS,11,8,6
477,UEDA,11,8,7
68,GR,11,8,7
NA,RS,11,8,7
118,UEDA,11,8,8
9,GR,11,8,8
NA,RS,11,8,8
108,UEDA,11,8,9
111,GR,11,8,9
235,RS,11,8,9
159,UEDA,11,8,10
43,GR,11,8,10
3,RS,11,8,10
99,UEDA,11,9,1
17,GR,11,9,1
392,RS,11,9,1
182,UEDA,11,9,2
13,GR,11,9,2
313,RS,11,9,2
26,UEDA,11,9,3
17,GR,11,9,3
546,RS,11,9,3
133,UEDA,11,9,4
11,GR,11,9,4
NA,RS,11,9,4
94,UEDA,11,9,5
20,GR,11,9,5
341,RS,11,9,5
169,UEDA,11,9,6
14,GR,11,9,6
NA,RS,11,9,6
206,UEDA,11,9,7
36,GR,11,9,7
404,RS,11,9,7
67,UEDA,11,9,8
19,GR,11,9,8
187,RS,11,9,8
184,UEDA,11,9,9
17,GR,11,9,9
NA,RS,11,9,9
219,UEDA,11,9,10
33,GR,11,9,10
59,RS,11,9,10
297,UEDA,11,10,1
21,GR,11,10,1
NA,RS,11,10,1
397,UEDA,11,10,2
25,GR,11,10,2
102,RS,11,10,2
323,UEDA,11,10,3
21,GR,11,10,3
NA,RS,11,10,3
45,UEDA,11,10,4
49,GR,11,10,4
245,RS,11,10,4
177,UEDA,11,10,5
23,GR,11,10,5
NA,RS,11,10,5
93,UEDA,11,10,6
9,GR,11,10,6
112,RS,11,10,6
282,UEDA,11,10,7
24,GR,11,10,7
216,RS,11,10,7
106,UEDA,11,10,8
18,GR,11,10,8
NA,RS,11,10,8
NA,UEDA,11,10,9
39,GR,11,10,9
NA,RS,11,10,9
231,UEDA,11,10,10
38,GR,11,10,10
171,RS,11,10,10
179,UEDA,12,1,1
28,GR,12,1,1
NA,RS,12,1,1
175,UEDA,12,1,2
46,GR,12,1,2
NA,RS,12,1,2
114,UEDA,12,1,3
25,GR,12,1,3
NA,RS,12,1,3
88,UEDA,12,1,4
25,GR,12,1,4
NA,RS,12,1,4
180,UEDA,12,1,5
21,GR,12,1,5
NA,RS,12,1,5
121,UEDA,12,1,6
22,GR,12,1,6
NA,RS,12,1,6
213,UEDA,12,1,7
15,GR,12,1,7
NA,RS,12,1,7
112,UEDA,12,1,8
20,GR,12,1,8
526,RS,12,1,8
152,UEDA,12,1,9
24,GR,12,1,9
NA,RS,12,1,9
132,UEDA,12,1,10
30,GR,12,1,10
NA,RS,12,1,10
NA,UEDA,12,2,1
27,GR,12,2,1
NA,RS,12,2,1
NA,UEDA,12,2,2
15,GR,12,2,2
NA,RS,12,2,2
146,UEDA,12,2,3
16,GR,12,2,3
162,RS,12,2,3
NA,UEDA,12,2,4
29,GR,12,2,4
NA,RS,12,2,4
164,UEDA,12,2,5
30,GR,12,2,5
NA,RS,12,2,5
241,UEDA,12,2,6
69,GR,12,2,6
NA,RS,12,2,6
241,UEDA,12,2,7
9,GR,12,2,7
NA,RS,12,2,7
482,UEDA,12,2,8
43,GR,12,2,8
NA,RS,12,2,8
304,UEDA,12,2,9
37,GR,12,2,9
NA,RS,12,2,9
208,UEDA,12,2,10
54,GR,12,2,10
NA,RS,12,2,10
226,UEDA,12,3,1
13,GR,12,3,1
NA,RS,12,3,1
313,UEDA,12,3,2
22,GR,12,3,2
NA,RS,12,3,2
113,UEDA,12,3,3
24,GR,12,3,3
NA,RS,12,3,3
169,UEDA,12,3,4
35,GR,12,3,4
NA,RS,12,3,4
257,UEDA,12,3,5
34,GR,12,3,5
NA,RS,12,3,5
505,UEDA,12,3,6
33,GR,12,3,6
366,RS,12,3,6
284,UEDA,12,3,7
31,GR,12,3,7
NA,RS,12,3,7
221,UEDA,12,3,8
23,GR,12,3,8
NA,RS,12,3,8
161,UEDA,12,3,9
22,GR,12,3,9
290,RS,12,3,9
259,UEDA,12,3,10
34,GR,12,3,10
NA,RS,12,3,10
265,UEDA,12,4,1
103,GR,12,4,1
NA,RS,12,4,1
85,UEDA,12,4,2
29,GR,12,4,2
NA,RS,12,4,2
83,UEDA,12,4,3
26,GR,12,4,3
NA,RS,12,4,3
61,UEDA,12,4,4
400,GR,12,4,4
104,RS,12,4,4
NA,UEDA,12,4,5
114,GR,12,4,5
NA,RS,12,4,5
170,UEDA,12,4,6
74,GR,12,4,6
NA,RS,12,4,6
135,UEDA,12,4,7
26,GR,12,4,7
374,RS,12,4,7
169,UEDA,12,4,8
67,GR,12,4,8
438,RS,12,4,8
462,UEDA,12,4,9
33,GR,12,4,9
304,RS,12,4,9
NA,UEDA,12,4,10
44,GR,12,4,10
474,RS,12,4,10
336,UEDA,12,5,1
35,GR,12,5,1
NA,RS,12,5,1
239,UEDA,12,5,2
65,GR,12,5,2
NA,RS,12,5,2
351,UEDA,12,5,3
198,GR,12,5,3
NA,RS,12,5,3
235,UEDA,12,5,4
29,GR,12,5,4
NA,RS,12,5,4
366,UEDA,12,5,5
116,GR,12,5,5
NA,RS,12,5,5
291,UEDA,12,5,6
28,GR,12,5,6
NA,RS,12,5,6
NA,UEDA,12,5,7
22,GR,12,5,7
NA,RS,12,5,7
266,UEDA,12,5,8
27,GR,12,5,8
NA,RS,12,5,8
223,UEDA,12,5,9
54,GR,12,5,9
NA,RS,12,5,9
121,UEDA,12,5,10
46,GR,12,5,10
NA,RS,12,5,10
250,UEDA,12,6,1
19,GR,12,6,1
NA,RS,12,6,1
169,UEDA,12,6,2
33,GR,12,6,2
NA,RS,12,6,2
137,UEDA,12,6,3
16,GR,12,6,3
NA,RS,12,6,3
71,UEDA,12,6,4
30,GR,12,6,4
181,RS,12,6,4
273,UEDA,12,6,5
43,GR,12,6,5
NA,RS,12,6,5
85,UEDA,12,6,6
4,GR,12,6,6
NA,RS,12,6,6
364,UEDA,12,6,7
21,GR,12,6,7
NA,RS,12,6,7
454,UEDA,12,6,8
29,GR,12,6,8
NA,RS,12,6,8
105,UEDA,12,6,9
32,GR,12,6,9
NA,RS,12,6,9
229,UEDA,12,6,10
36,GR,12,6,10
NA,RS,12,6,10
NA,UEDA,12,7,1
24,GR,12,7,1
NA,RS,12,7,1
358,UEDA,12,7,2
19,GR,12,7,2
101,RS,12,7,2
274,UEDA,12,7,3
52,GR,12,7,3
NA,RS,12,7,3
236,UEDA,12,7,4
25,GR,12,7,4
NA,RS,12,7,4
187,UEDA,12,7,5
16,GR,12,7,5
NA,RS,12,7,5
429,UEDA,12,7,6
30,GR,12,7,6
NA,RS,12,7,6
NA,UEDA,12,7,7
35,GR,12,7,7
NA,RS,12,7,7
196,UEDA,12,7,8
15,GR,12,7,8
NA,RS,12,7,8
483,UEDA,12,7,9
27,GR,12,7,9
NA,RS,12,7,9
NA,UEDA,12,7,10
38,GR,12,7,10
NA,RS,12,7,10
379,UEDA,12,8,1
29,GR,12,8,1
NA,RS,12,8,1
205,UEDA,12,8,2
25,GR,12,8,2
434,RS,12,8,2
493,UEDA,12,8,3
28,GR,12,8,3
NA,RS,12,8,3
326,UEDA,12,8,4
32,GR,12,8,4
NA,RS,12,8,4
207,UEDA,12,8,5
36,GR,12,8,5
334,RS,12,8,5
112,UEDA,12,8,6
48,GR,12,8,6
NA,RS,12,8,6
NA,UEDA,12,8,7
41,GR,12,8,7
279,RS,12,8,7
119,UEDA,12,8,8
23,GR,12,8,8
NA,RS,12,8,8
453,UEDA,12,8,9
34,GR,12,8,9
NA,RS,12,8,9
448,UEDA,12,8,10
57,GR,12,8,10
NA,RS,12,8,10
166,UEDA,12,9,1
18,GR,12,9,1
NA,RS,12,9,1
266,UEDA,12,9,2
26,GR,12,9,2
313,RS,12,9,2
20,UEDA,12,9,3
21,GR,12,9,3
546,RS,12,9,3
86,UEDA,12,9,4
38,GR,12,9,4
NA,RS,12,9,4
171,UEDA,12,9,5
27,GR,12,9,5
341,RS,12,9,5
100,UEDA,12,9,6
18,GR,12,9,6
NA,RS,12,9,6
321,UEDA,12,9,7
33,GR,12,9,7
NA,RS,12,9,7
