tsolve,alg,nvars,seed,runseed
70,UEDA,12,9,8
26,GR,12,9,8
187,RS,12,9,8
92,UEDA,12,9,9
33,GR,12,9,9
NA,RS,12,9,9
105,UEDA,12,9,10
38,GR,12,9,10
59,RS,12,9,10
203,UEDA,12,10,1
10,GR,12,10,1
NA,RS,12,10,1
261,UEDA,12,10,2
25,GR,12,10,2
102,RS,12,10,2
204,UEDA,12,10,3
14,GR,12,10,3
NA,RS,12,10,3
207,UEDA,12,10,4
22,GR,12,10,4
NA,RS,12,10,4
NA,UEDA,12,10,5
30,GR,12,10,5
NA,RS,12,10,5
155,UEDA,12,10,6
12,GR,12,10,6
112,RS,12,10,6
401,UEDA,12,10,7
40,GR,12,10,7
NA,RS,12,10,7
92,UEDA,12,10,8
24,GR,12,10,8
NA,RS,12,10,8
172,UEDA,12,10,9
62,GR,12,10,9
NA,RS,12,10,9
134,UEDA,12,10,10
46,GR,12,10,10
171,RS,12,10,10
401,UEDA,13,1,1
29,GR,13,1,1
NA,RS,13,1,1
84,UEDA,13,1,2
8,GR,13,1,2
NA,RS,13,1,2
202,UEDA,13,1,3
20,GR,13,1,3
NA,RS,13,1,3
143,UEDA,13,1,4
13,GR,13,1,4
NA,RS,13,1,4
76,UEDA,13,1,5
33,GR,13,1,5
NA,RS,13,1,5
268,UEDA,13,1,6
29,GR,13,1,6
NA,RS,13,1,6
225,UEDA,13,1,7
20,GR,13,1,7
NA,RS,13,1,7
172,UEDA,13,1,8
17,GR,13,1,8
NA,RS,13,1,8
98,UEDA,13,1,9
23,GR,13,1,9
NA,RS,13,1,9
238,UEDA,13,1,10
12,GR,13,1,10
NA,RS,13,1,10
377,UEDA,13,2,1
40,GR,13,2,1
NA,RS,13,2,1
190,UEDA,13,2,2
17,GR,13,2,2
NA,RS,13,2,2
420,UEDA,13,2,3
28,GR,13,2,3
NA,RS,13,2,3
143,UEDA,13,2,4
26,GR,13,2,4
NA,RS,13,2,4
410,UEDA,13,2,5
59,GR,13,2,5
NA,RS,13,2,5
81,UEDA,13,2,6
23,GR,13,2,6
NA,RS,13,2,6
217,UEDA,13,2,7
23,GR,13,2,7
NA,RS,13,2,7
104,UEDA,13,2,8
34,GR,13,2,8
NA,RS,13,2,8
489,UEDA,13,2,9
22,GR,13,2,9
NA,RS,13,2,9
260,UEDA,13,2,10
26,GR,13,2,10
NA,RS,13,2,10
132,UEDA,13,3,1
22,GR,13,3,1
NA,RS,13,3,1
118,UEDA,13,3,2
25,GR,13,3,2
NA,RS,13,3,2
222,UEDA,13,3,3
37,GR,13,3,3
NA,RS,13,3,3
211,UEDA,13,3,4
11,GR,13,3,4
NA,RS,13,3,4
136,UEDA,13,3,5
44,GR,13,3,5
NA,RS,13,3,5
410,UEDA,13,3,6
21,GR,13,3,6
NA,RS,13,3,6
236,UEDA,13,3,7
28,GR,13,3,7
NA,RS,13,3,7
290,UEDA,13,3,8
33,GR,13,3,8
NA,RS,13,3,8
219,UEDA,13,3,9
19,GR,13,3,9
NA,RS,13,3,9
133,UEDA,13,3,10
26,GR,13,3,10
NA,RS,13,3,10
251,UEDA,13,4,1
25,GR,13,4,1
235,RS,13,4,1
NA,UEDA,13,4,2
33,GR,13,4,2
NA,RS,13,4,2
625,UEDA,13,4,3
20,GR,13,4,3
NA,RS,13,4,3
105,UEDA,13,4,4
125,GR,13,4,4
NA,RS,13,4,4
156,UEDA,13,4,5
40,GR,13,4,5
NA,RS,13,4,5
NA,UEDA,13,4,6
30,GR,13,4,6
561,RS,13,4,6
197,UEDA,13,4,7
101,GR,13,4,7
NA,RS,13,4,7
387,UEDA,13,4,8
70,GR,13,4,8
NA,RS,13,4,8
104,UEDA,13,4,9
36,GR,13,4,9
NA,RS,13,4,9
157,UEDA,13,4,10
83,GR,13,4,10
NA,RS,13,4,10
145,UEDA,13,5,1
32,GR,13,5,1
NA,RS,13,5,1
177,UEDA,13,5,2
28,GR,13,5,2
NA,RS,13,5,2
285,UEDA,13,5,3
30,GR,13,5,3
NA,RS,13,5,3
56,UEDA,13,5,4
30,GR,13,5,4
NA,RS,13,5,4
244,UEDA,13,5,5
28,GR,13,5,5
NA,RS,13,5,5
346,UEDA,13,5,6
69,GR,13,5,6
NA,RS,13,5,6
NA,UEDA,13,5,7
16,GR,13,5,7
NA,RS,13,5,7
139,UEDA,13,5,8
108,GR,13,5,8
NA,RS,13,5,8
337,UEDA,13,5,9
58,GR,13,5,9
NA,RS,13,5,9
64,UEDA,13,5,10
31,GR,13,5,10
NA,RS,13,5,10
145,UEDA,13,6,1
52,GR,13,6,1
NA,RS,13,6,1
156,UEDA,13,6,2
36,GR,13,6,2
NA,RS,13,6,2
179,UEDA,13,6,3
24,GR,13,6,3
NA,RS,13,6,3
234,UEDA,13,6,4
30,GR,13,6,4
NA,RS,13,6,4
284,UEDA,13,6,5
110,GR,13,6,5
NA,RS,13,6,5
126,UEDA,13,6,6
33,GR,13,6,6
NA,RS,13,6,6
252,UEDA,13,6,7
30,GR,13,6,7
NA,RS,13,6,7
263,UEDA,13,6,8
16,GR,13,6,8
NA,RS,13,6,8
86,UEDA,13,6,9
38,GR,13,6,9
NA,RS,13,6,9
71,UEDA,13,6,10
28,GR,13,6,10
NA,RS,13,6,10
NA,UEDA,13,7,1
32,GR,13,7,1
NA,RS,13,7,1
70,UEDA,13,7,2
33,GR,13,7,2
645,RS,13,7,2
NA,UEDA,13,7,3
30,GR,13,7,3
NA,RS,13,7,3
NA,UEDA,13,7,4
21,GR,13,7,4
31,RS,13,7,4
147,UEDA,13,7,5
62,GR,13,7,5
NA,RS,13,7,5
632,UEDA,13,7,6
47,GR,13,7,6
NA,RS,13,7,6
272,UEDA,13,7,7
34,GR,13,7,7
NA,RS,13,7,7
368,UEDA,13,7,8
44,GR,13,7,8
NA,RS,13,7,8
194,UEDA,13,7,9
20,GR,13,7,9
NA,RS,13,7,9
248,UEDA,13,7,10
80,GR,13,7,10
NA,RS,13,7,10
109,UEDA,13,8,1
7,GR,13,8,1
NA,RS,13,8,1
69,UEDA,13,8,2
20,GR,13,8,2
NA,RS,13,8,2
202,UEDA,13,8,3
31,GR,13,8,3
NA,RS,13,8,3
325,UEDA,13,8,4
208,GR,13,8,4
NA,RS,13,8,4
301,UEDA,13,8,5
55,GR,13,8,5
NA,RS,13,8,5
454,UEDA,13,8,6
24,GR,13,8,6
NA,RS,13,8,6
323,UEDA,13,8,7
30,GR,13,8,7
NA,RS,13,8,7
164,UEDA,13,8,8
81,GR,13,8,8
NA,RS,13,8,8
155,UEDA,13,8,9
45,GR,13,8,9
NA,RS,13,8,9
NA,UEDA,13,8,10
17,GR,13,8,10
NA,RS,13,8,10
132,UEDA,13,9,1
23,GR,13,9,1
NA,RS,13,9,1
206,UEDA,13,9,2
27,GR,13,9,2
313,RS,13,9,2
198,UEDA,13,9,3
15,GR,13,9,3
546,RS,13,9,3
232,UEDA,13,9,4
20,GR,13,9,4
NA,RS,13,9,4
220,UEDA,13,9,5
45,GR,13,9,5
NA,RS,13,9,5
226,UEDA,13,9,6
32,GR,13,9,6
NA,RS,13,9,6
166,UEDA,13,9,7
20,GR,13,9,7
NA,RS,13,9,7
183,UEDA,13,9,8
25,GR,13,9,8
NA,RS,13,9,8
412,UEDA,13,9,9
35,GR,13,9,9
630,RS,13,9,9
197,UEDA,13,9,10
17,GR,13,9,10
NA,RS,13,9,10
244,UEDA,13,10,1
55,GR,13,10,1
NA,RS,13,10,1
295,UEDA,13,10,2
28,GR,13,10,2
NA,RS,13,10,2
120,UEDA,13,10,3
24,GR,13,10,3
NA,RS,13,10,3
NA,UEDA,13,10,4
11,GR,13,10,4
NA,RS,13,10,4
244,UEDA,13,10,5
36,GR,13,10,5
NA,RS,13,10,5
243,UEDA,13,10,6
18,GR,13,10,6
112,RS,13,10,6
610,UEDA,13,10,7
28,GR,13,10,7
NA,RS,13,10,7
413,UEDA,13,10,8
23,GR,13,10,8
NA,RS,13,10,8
180,UEDA,13,10,9
34,GR,13,10,9
NA,RS,13,10,9
124,UEDA,13,10,10
24,GR,13,10,10
543,RS,13,10,10
202,UEDA,14,1,1
53,GR,14,1,1
NA,RS,14,1,1
174,UEDA,14,1,2
20,GR,14,1,2
NA,RS,14,1,2
222,UEDA,14,1,3
24,GR,14,1,3
NA,RS,14,1,3
187,UEDA,14,1,4
28,GR,14,1,4
NA,RS,14,1,4
227,UEDA,14,1,5
32,GR,14,1,5
NA,RS,14,1,5
162,UEDA,14,1,6
44,GR,14,1,6
NA,RS,14,1,6
152,UEDA,14,1,7
38,GR,14,1,7
NA,RS,14,1,7
221,UEDA,14,1,8
37,GR,14,1,8
NA,RS,14,1,8
258,UEDA,14,1,9
39,GR,14,1,9
NA,RS,14,1,9
257,UEDA,14,1,10
29,GR,14,1,10
NA,RS,14,1,10
148,UEDA,14,2,1
38,GR,14,2,1
NA,RS,14,2,1
297,UEDA,14,2,2
56,GR,14,2,2
NA,RS,14,2,2
215,UEDA,14,2,3
40,GR,14,2,3
NA,RS,14,2,3
230,UEDA,14,2,4
33,GR,14,2,4
NA,RS,14,2,4
80,UEDA,14,2,5
30,GR,14,2,5
NA,RS,14,2,5
277,UEDA,14,2,6
46,GR,14,2,6
NA,RS,14,2,6
554,UEDA,14,2,7
37,GR,14,2,7
NA,RS,14,2,7
251,UEDA,14,2,8
42,GR,14,2,8
NA,RS,14,2,8
NA,UEDA,14,2,9
66,GR,14,2,9
NA,RS,14,2,9
192,UEDA,14,2,10
24,GR,14,2,10
NA,RS,14,2,10
405,UEDA,14,3,1
57,GR,14,3,1
NA,RS,14,3,1
128,UEDA,14,3,2
74,GR,14,3,2
NA,RS,14,3,2
99,UEDA,14,3,3
54,GR,14,3,3
NA,RS,14,3,3
588,UEDA,14,3,4
32,GR,14,3,4
NA,RS,14,3,4
112,UEDA,14,3,5
43,GR,14,3,5
NA,RS,14,3,5
201,UEDA,14,3,6
20,GR,14,3,6
NA,RS,14,3,6
156,UEDA,14,3,7
22,GR,14,3,7
NA,RS,14,3,7
474,UEDA,14,3,8
58,GR,14,3,8
NA,RS,14,3,8
260,UEDA,14,3,9
29,GR,14,3,9
NA,RS,14,3,9
441,UEDA,14,3,10
25,GR,14,3,10
NA,RS,14,3,10
321,UEDA,14,4,1
92,GR,14,4,1
NA,RS,14,4,1
77,UEDA,14,4,2
39,GR,14,4,2
NA,RS,14,4,2
351,UEDA,14,4,3
20,GR,14,4,3
NA,RS,14,4,3
388,UEDA,14,4,4
52,GR,14,4,4
NA,RS,14,4,4
206,UEDA,14,4,5
328,GR,14,4,5
NA,RS,14,4,5
389,UEDA,14,4,6
155,GR,14,4,6
561,RS,14,4,6
593,UEDA,14,4,7
44,GR,14,4,7
NA,RS,14,4,7
145,UEDA,14,4,8
100,GR,14,4,8
NA,RS,14,4,8
248,UEDA,14,4,9
27,GR,14,4,9
NA,RS,14,4,9
293,UEDA,14,4,10
38,GR,14,4,10
NA,RS,14,4,10
299,UEDA,14,5,1
118,GR,14,5,1
NA,RS,14,5,1
173,UEDA,14,5,2
78,GR,14,5,2
NA,RS,14,5,2
627,UEDA,14,5,3
300,GR,14,5,3
NA,RS,14,5,3
212,UEDA,14,5,4
38,GR,14,5,4
NA,RS,14,5,4
214,UEDA,14,5,5
50,GR,14,5,5
NA,RS,14,5,5
436,UEDA,14,5,6
246,GR,14,5,6
NA,RS,14,5,6
204,UEDA,14,5,7
11,GR,14,5,7
NA,RS,14,5,7
509,UEDA,14,5,8
35,GR,14,5,8
NA,RS,14,5,8
194,UEDA,14,5,9
42,GR,14,5,9
635,RS,14,5,9
387,UEDA,14,5,10
28,GR,14,5,10
NA,RS,14,5,10
384,UEDA,14,6,1
23,GR,14,6,1
NA,RS,14,6,1
136,UEDA,14,6,2
22,GR,14,6,2
NA,RS,14,6,2
160,UEDA,14,6,3
62,GR,14,6,3
NA,RS,14,6,3
198,UEDA,14,6,4
142,GR,14,6,4
NA,RS,14,6,4
282,UEDA,14,6,5
30,GR,14,6,5
NA,RS,14,6,5
519,UEDA,14,6,6
15,GR,14,6,6
NA,RS,14,6,6
140,UEDA,14,6,7
44,GR,14,6,7
NA,RS,14,6,7
239,UEDA,14,6,8
122,GR,14,6,8
NA,RS,14,6,8
248,UEDA,14,6,9
18,GR,14,6,9
NA,RS,14,6,9
403,UEDA,14,6,10
92,GR,14,6,10
NA,RS,14,6,10
134,UEDA,14,7,1
180,GR,14,7,1
NA,RS,14,7,1
144,UEDA,14,7,2
49,GR,14,7,2
NA,RS,14,7,2
43,UEDA,14,7,3
77,GR,14,7,3
NA,RS,14,7,3
NA,UEDA,14,7,4
35,GR,14,7,4
NA,RS,14,7,4
494,UEDA,14,7,5
94,GR,14,7,5
NA,RS,14,7,5
245,UEDA,14,7,6
29,GR,14,7,6
NA,RS,14,7,6
NA,UEDA,14,7,7
49,GR,14,7,7
NA,RS,14,7,7
NA,UEDA,14,7,8
33,GR,14,7,8
NA,RS,14,7,8
NA,UEDA,14,7,9
21,GR,14,7,9
NA,RS,14,7,9
NA,UEDA,14,7,10
31,GR,14,7,10
NA,RS,14,7,10
NA,UEDA,14,8,1
48,GR,14,8,1
NA,RS,14,8,1
424,UEDA,14,8,2
43,GR,14,8,2
629,RS,14,8,2
340,UEDA,14,8,3
46,GR,14,8,3
NA,RS,14,8,3
74,UEDA,14,8,4
65,GR,14,8,4
NA,RS,14,8,4
582,UEDA,14,8,5
57,GR,14,8,5
543,RS,14,8,5
97,UEDA,14,8,6
48,GR,14,8,6
NA,RS,14,8,6
176,UEDA,14,8,7
36,GR,14,8,7
NA,RS,14,8,7
170,UEDA,14,8,8
17,GR,14,8,8
NA,RS,14,8,8
438,UEDA,14,8,9
47,GR,14,8,9
NA,RS,14,8,9
391,UEDA,14,8,10
52,GR,14,8,10
NA,RS,14,8,10
336,UEDA,14,9,1
40,GR,14,9,1
NA,RS,14,9,1
424,UEDA,14,9,2
26,GR,14,9,2
NA,RS,14,9,2
236,UEDA,14,9,3
22,GR,14,9,3
566,RS,14,9,3
272,UEDA,14,9,4
27,GR,14,9,4
NA,RS,14,9,4
412,UEDA,14,9,5
21,GR,14,9,5
341,RS,14,9,5
116,UEDA,14,9,6
14,GR,14,9,6
NA,RS,14,9,6
466,UEDA,14,9,7
23,GR,14,9,7
NA,RS,14,9,7
204,UEDA,14,9,8
26,GR,14,9,8
187,RS,14,9,8
298,UEDA,14,9,9
36,GR,14,9,9
NA,RS,14,9,9
144,UEDA,14,9,10
47,GR,14,9,10
NA,RS,14,9,10
NA,UEDA,14,10,1
66,GR,14,10,1
NA,RS,14,10,1
NA,UEDA,14,10,2
20,GR,14,10,2
NA,RS,14,10,2
208,UEDA,14,10,3
25,GR,14,10,3
NA,RS,14,10,3
210,UEDA,14,10,4
15,GR,14,10,4
NA,RS,14,10,4
NA,UEDA,14,10,5
50,GR,14,10,5
NA,RS,14,10,5
223,UEDA,14,10,6
15,GR,14,10,6
NA,RS,14,10,6
221,UEDA,14,10,7
28,GR,14,10,7
NA,RS,14,10,7
570,UEDA,14,10,8
28,GR,14,10,8
NA,RS,14,10,8
174,UEDA,14,10,9
53,GR,14,10,9
NA,RS,14,10,9
NA,UEDA,14,10,10
28,GR,14,10,10
NA,RS,14,10,10
137,UEDA,15,1,1
17,GR,15,1,1
NA,RS,15,1,1
154,UEDA,15,1,2
26,GR,15,1,2
NA,RS,15,1,2
239,UEDA,15,1,3
32,GR,15,1,3
NA,RS,15,1,3
303,UEDA,15,1,4
28,GR,15,1,4
NA,RS,15,1,4
NA,UEDA,15,1,5
52,GR,15,1,5
NA,RS,15,1,5
728,UEDA,15,1,6
45,GR,15,1,6
NA,RS,15,1,6
174,UEDA,15,1,7
26,GR,15,1,7
NA,RS,15,1,7
216,UEDA,15,1,8
36,GR,15,1,8
NA,RS,15,1,8
139,UEDA,15,1,9
66,GR,15,1,9
NA,RS,15,1,9
115,UEDA,15,1,10
27,GR,15,1,10
NA,RS,15,1,10
335,UEDA,15,2,1
38,GR,15,2,1
NA,RS,15,2,1
394,UEDA,15,2,2
46,GR,15,2,2
NA,RS,15,2,2
196,UEDA,15,2,3
46,GR,15,2,3
NA,RS,15,2,3
732,UEDA,15,2,4
28,GR,15,2,4
NA,RS,15,2,4
240,UEDA,15,2,5
45,GR,15,2,5
NA,RS,15,2,5
314,UEDA,15,2,6
17,GR,15,2,6
NA,RS,15,2,6
143,UEDA,15,2,7
29,GR,15,2,7
NA,RS,15,2,7
191,UEDA,15,2,8
76,GR,15,2,8
NA,RS,15,2,8
589,UEDA,15,2,9
31,GR,15,2,9
NA,RS,15,2,9
184,UEDA,15,2,10
64,GR,15,2,10
NA,RS,15,2,10
214,UEDA,15,3,1
29,GR,15,3,1
NA,RS,15,3,1
91,UEDA,15,3,2
34,GR,15,3,2
NA,RS,15,3,2
150,UEDA,15,3,3
22,GR,15,3,3
NA,RS,15,3,3
270,UEDA,15,3,4
18,GR,15,3,4
NA,RS,15,3,4
124,UEDA,15,3,5
34,GR,15,3,5
NA,RS,15,3,5
225,UEDA,15,3,6
43,GR,15,3,6
NA,RS,15,3,6
174,UEDA,15,3,7
35,GR,15,3,7
NA,RS,15,3,7
312,UEDA,15,3,8
33,GR,15,3,8
NA,RS,15,3,8
199,UEDA,15,3,9
29,GR,15,3,9
NA,RS,15,3,9
245,UEDA,15,3,10
47,GR,15,3,10
NA,RS,15,3,10
495,UEDA,15,4,1
33,GR,15,4,1
NA,RS,15,4,1
NA,UEDA,15,4,2
47,GR,15,4,2
NA,RS,15,4,2
377,UEDA,15,4,3
44,GR,15,4,3
NA,RS,15,4,3
318,UEDA,15,4,4
43,GR,15,4,4
NA,RS,15,4,4
326,UEDA,15,4,5
30,GR,15,4,5
200,RS,15,4,5
501,UEDA,15,4,6
25,GR,15,4,6
NA,RS,15,4,6
515,UEDA,15,4,7
8,GR,15,4,7
NA,RS,15,4,7
517,UEDA,15,4,8
34,GR,15,4,8
NA,RS,15,4,8
632,UEDA,15,4,9
59,GR,15,4,9
634,RS,15,4,9
329,UEDA,15,4,10
39,GR,15,4,10
NA,RS,15,4,10
NA,UEDA,15,5,1
56,GR,15,5,1
NA,RS,15,5,1
620,UEDA,15,5,2
54,GR,15,5,2
NA,RS,15,5,2
384,UEDA,15,5,3
61,GR,15,5,3
NA,RS,15,5,3
NA,UEDA,15,5,4
72,GR,15,5,4
NA,RS,15,5,4
NA,UEDA,15,5,5
54,GR,15,5,5
NA,RS,15,5,5
360,UEDA,15,5,6
32,GR,15,5,6
NA,RS,15,5,6
NA,UEDA,15,5,7
30,GR,15,5,7
NA,RS,15,5,7
167,UEDA,15,5,8
70,GR,15,5,8
NA,RS,15,5,8
NA,UEDA,15,5,9
60,GR,15,5,9
NA,RS,15,5,9
695,UEDA,15,5,10
55,GR,15,5,10
NA,RS,15,5,10
NA,UEDA,15,6,1
63,GR,15,6,1
NA,RS,15,6,1
206,UEDA,15,6,2
62,GR,15,6,2
NA,RS,15,6,2
265,UEDA,15,6,3
22,GR,15,6,3
NA,RS,15,6,3
216,UEDA,15,6,4
325,GR,15,6,4
NA,RS,15,6,4
NA,UEDA,15,6,5
21,GR,15,6,5
NA,RS,15,6,5
NA,UEDA,15,6,6
123,GR,15,6,6
NA,RS,15,6,6
NA,UEDA,15,6,7
107,GR,15,6,7
NA,RS,15,6,7
261,UEDA,15,6,8
35,GR,15,6,8
NA,RS,15,6,8
NA,UEDA,15,6,9
21,GR,15,6,9
176,RS,15,6,9
170,UEDA,15,6,10
17,GR,15,6,10
NA,RS,15,6,10
269,UEDA,15,7,1
58,GR,15,7,1
NA,RS,15,7,1
437,UEDA,15,7,2
17,GR,15,7,2
NA,RS,15,7,2
583,UEDA,15,7,3
64,GR,15,7,3
NA,RS,15,7,3
428,UEDA,15,7,4
33,GR,15,7,4
NA,RS,15,7,4
100,UEDA,15,7,5
86,GR,15,7,5
NA,RS,15,7,5
283,UEDA,15,7,6
40,GR,15,7,6
NA,RS,15,7,6
742,UEDA,15,7,7
33,GR,15,7,7
NA,RS,15,7,7
204,UEDA,15,7,8
60,GR,15,7,8
NA,RS,15,7,8
NA,UEDA,15,7,9
33,GR,15,7,9
NA,RS,15,7,9
168,UEDA,15,7,10
56,GR,15,7,10
NA,RS,15,7,10
305,UEDA,15,8,1
31,GR,15,8,1
NA,RS,15,8,1
304,UEDA,15,8,2
114,GR,15,8,2
629,RS,15,8,2
NA,UEDA,15,8,3
41,GR,15,8,3
NA,RS,15,8,3
680,UEDA,15,8,4
40,GR,15,8,4
NA,RS,15,8,4
462,UEDA,15,8,5
200,GR,15,8,5
543,RS,15,8,5
162,UEDA,15,8,6
108,GR,15,8,6
NA,RS,15,8,6
285,UEDA,15,8,7
60,GR,15,8,7
NA,RS,15,8,7
191,UEDA,15,8,8
36,GR,15,8,8
NA,RS,15,8,8
255,UEDA,15,8,9
74,GR,15,8,9
NA,RS,15,8,9
551,UEDA,15,8,10
137,GR,15,8,10
NA,RS,15,8,10
414,UEDA,15,9,1
41,GR,15,9,1
NA,RS,15,9,1
206,UEDA,15,9,2
22,GR,15,9,2
NA,RS,15,9,2
269,UEDA,15,9,3
19,GR,15,9,3
566,RS,15,9,3
120,UEDA,15,9,4
25,GR,15,9,4
NA,RS,15,9,4
439,UEDA,15,9,5
49,GR,15,9,5
341,RS,15,9,5
191,UEDA,15,9,6
26,GR,15,9,6
NA,RS,15,9,6
426,UEDA,15,9,7
40,GR,15,9,7
NA,RS,15,9,7
159,UEDA,15,9,8
28,GR,15,9,8
NA,RS,15,9,8
94,UEDA,15,9,9
45,GR,15,9,9
NA,RS,15,9,9
98,UEDA,15,9,10
21,GR,15,9,10
NA,RS,15,9,10
487,UEDA,15,10,1
29,GR,15,10,1
NA,RS,15,10,1
372,UEDA,15,10,2
24,GR,15,10,2
NA,RS,15,10,2
346,UEDA,15,10,3
31,GR,15,10,3
NA,RS,15,10,3
249,UEDA,15,10,4
36,GR,15,10,4
NA,RS,15,10,4
134,UEDA,15,10,5
72,GR,15,10,5
NA,RS,15,10,5
490,UEDA,15,10,6
29,GR,15,10,6
NA,RS,15,10,6
575,UEDA,15,10,7
35,GR,15,10,7
NA,RS,15,10,7
256,UEDA,15,10,8
55,GR,15,10,8
NA,RS,15,10,8
150,UEDA,15,10,9
23,GR,15,10,9
NA,RS,15,10,9
361,UEDA,15,10,10
44,GR,15,10,10
NA,RS,15,10,10
285,UEDA,16,1,1
40,GR,16,1,1
NA,RS,16,1,1
460,UEDA,16,1,2
38,GR,16,1,2
NA,RS,16,1,2
210,UEDA,16,1,3
54,GR,16,1,3
NA,RS,16,1,3
243,UEDA,16,1,4
50,GR,16,1,4
NA,RS,16,1,4
392,UEDA,16,1,5
28,GR,16,1,5
NA,RS,16,1,5
525,UEDA,16,1,6
49,GR,16,1,6
NA,RS,16,1,6
209,UEDA,16,1,7
28,GR,16,1,7
NA,RS,16,1,7
365,UEDA,16,1,8
51,GR,16,1,8
NA,RS,16,1,8
486,UEDA,16,1,9
63,GR,16,1,9
NA,RS,16,1,9
222,UEDA,16,1,10
32,GR,16,1,10
NA,RS,16,1,10
472,UEDA,16,2,1
59,GR,16,2,1
NA,RS,16,2,1
420,UEDA,16,2,2
38,GR,16,2,2
NA,RS,16,2,2
415,UEDA,16,2,3
34,GR,16,2,3
NA,RS,16,2,3
779,UEDA,16,2,4
44,GR,16,2,4
NA,RS,16,2,4
256,UEDA,16,2,5
40,GR,16,2,5
NA,RS,16,2,5
580,UEDA,16,2,6
12,GR,16,2,6
NA,RS,16,2,6
337,UEDA,16,2,7
66,GR,16,2,7
NA,RS,16,2,7
306,UEDA,16,2,8
33,GR,16,2,8
NA,RS,16,2,8
536,UEDA,16,2,9
42,GR,16,2,9
NA,RS,16,2,9
621,UEDA,16,2,10
35,GR,16,2,10
NA,RS,16,2,10
266,UEDA,16,3,1
31,GR,16,3,1
NA,RS,16,3,1
353,UEDA,16,3,2
16,GR,16,3,2
NA,RS,16,3,2
305,UEDA,16,3,3
54,GR,16,3,3
NA,RS,16,3,3
138,UEDA,16,3,4
32,GR,16,3,4
NA,RS,16,3,4
734,UEDA,16,3,5
45,GR,16,3,5
NA,RS,16,3,5
321,UEDA,16,3,6
32,GR,16,3,6
NA,RS,16,3,6
178,UEDA,16,3,7
27,GR,16,3,7
NA,RS,16,3,7
NA,UEDA,16,3,8
74,GR,16,3,8
NA,RS,16,3,8
529,UEDA,16,3,9
35,GR,16,3,9
NA,RS,16,3,9
194,UEDA,16,3,10
25,GR,16,3,10
NA,RS,16,3,10
217,UEDA,16,4,1
23,GR,16,4,1
NA,RS,16,4,1
422,UEDA,16,4,2
40,GR,16,4,2
NA,RS,16,4,2
356,UEDA,16,4,3
39,GR,16,4,3
NA,RS,16,4,3
216,UEDA,16,4,4
45,GR,16,4,4
NA,RS,16,4,4
423,UEDA,16,4,5
53,GR,16,4,5
NA,RS,16,4,5
267,UEDA,16,4,6
75,GR,16,4,6
562,RS,16,4,6
471,UEDA,16,4,7
26,GR,16,4,7
NA,RS,16,4,7
282,UEDA,16,4,8
53,GR,16,4,8
NA,RS,16,4,8
171,UEDA,16,4,9
28,GR,16,4,9
NA,RS,16,4,9
397,UEDA,16,4,10
39,GR,16,4,10
NA,RS,16,4,10
562,UEDA,16,5,1
38,GR,16,5,1
NA,RS,16,5,1
NA,UEDA,16,5,2
50,GR,16,5,2
NA,RS,16,5,2
673,UEDA,16,5,3
42,GR,16,5,3
NA,RS,16,5,3
473,UEDA,16,5,4
79,GR,16,5,4
NA,RS,16,5,4
253,UEDA,16,5,5
58,GR,16,5,5
NA,RS,16,5,5
445,UEDA,16,5,6
34,GR,16,5,6
NA,RS,16,5,6
778,UEDA,16,5,7
39,GR,16,5,7
NA,RS,16,5,7
501,UEDA,16,5,8
54,GR,16,5,8
NA,RS,16,5,8
361,UEDA,16,5,9
53,GR,16,5,9
NA,RS,16,5,9
576,UEDA,16,5,10
64,GR,16,5,10
NA,RS,16,5,10
408,UEDA,16,6,1
38,GR,16,6,1
NA,RS,16,6,1
436,UEDA,16,6,2
18,GR,16,6,2
NA,RS,16,6,2
298,UEDA,16,6,3
35,GR,16,6,3
NA,RS,16,6,3
NA,UEDA,16,6,4
300,GR,16,6,4
NA,RS,16,6,4
385,UEDA,16,6,5
41,GR,16,6,5
NA,RS,16,6,5
279,UEDA,16,6,6
496,GR,16,6,6
NA,RS,16,6,6
178,UEDA,16,6,7
47,GR,16,6,7
NA,RS,16,6,7
356,UEDA,16,6,8
54,GR,16,6,8
NA,RS,16,6,8
NA,UEDA,16,6,9
159,GR,16,6,9
NA,RS,16,6,9
NA,UEDA,16,6,10
159,GR,16,6,10
NA,RS,16,6,10
NA,UEDA,16,7,1
111,GR,16,7,1
NA,RS,16,7,1
NA,UEDA,16,7,2
32,GR,16,7,2
NA,RS,16,7,2
206,UEDA,16,7,3
133,GR,16,7,3
NA,RS,16,7,3
543,UEDA,16,7,4
160,GR,16,7,4
NA,RS,16,7,4
138,UEDA,16,7,5
131,GR,16,7,5
NA,RS,16,7,5
281,UEDA,16,7,6
21,GR,16,7,6
NA,RS,16,7,6
712,UEDA,16,7,7
116,GR,16,7,7
NA,RS,16,7,7
NA,UEDA,16,7,8
136,GR,16,7,8
NA,RS,16,7,8
467,UEDA,16,7,9
27,GR,16,7,9
NA,RS,16,7,9
522,UEDA,16,7,10
38,GR,16,7,10
NA,RS,16,7,10
219,UEDA,16,8,1
51,GR,16,8,1
NA,RS,16,8,1
359,UEDA,16,8,2
47,GR,16,8,2
629,RS,16,8,2
NA,UEDA,16,8,3
33,GR,16,8,3
NA,RS,16,8,3
414,UEDA,16,8,4
87,GR,16,8,4
NA,RS,16,8,4
271,UEDA,16,8,5
56,GR,16,8,5
543,RS,16,8,5
